name,full_name,unit,kind,label,type_hint,okved_code,hs_code
Холодильник LG 6135,"Холодильник LG 6135, реальный товар",кг,Бытовая техника,Товар,Товар,10.51,8485.12.100
Краска Nike 8542,"Краска Nike 8542, реальный товар",кг,Материалы,Товар,Товар,15.29,8462.43.100
Хлеб Danone 3629,"Хлеб Danone 3629, реальный товар",кг,Продукты,Товар,Товар,10.51,8429.12.100
Кроссовки LG 1088,"Кроссовки LG 1088, реальный товар",м,Обувь,Товар,Товар,10.51,8476.90.100
Краска LG 5266,"Краска LG 5266, реальный товар",шт,Материалы,Товар,Товар,10.51,8463.70.100
Саморезы Bosch 3254,"Саморезы Bosch 3254, реальный товар",шт,Материалы,Товар,Товар,27.51,8499.45.100
Консультация адвоката Студия,"Консультация адвоката, предоставляется компанией Студия",услуга,Красота,Услуга,Услуга,49.41,
Консультация адвоката Центр,"Консультация адвоката, предоставляется компанией Центр",час,Образование,Услуга,Услуга,96.04,
Графический дизайн Сервис,"Графический дизайн, предоставляется компанией Сервис",курс,Красота,Услуга,Услуга,85.41,
Доставка товаров ПРО,"Доставка товаров, предоставляется компанией ПРО",месяц,Логистика,Услуга,Услуга,74.10,
Окраска объект 22,Окраска стен и потолков объект 22,м²,Отделочные работы,Работа,Работа,43.34,
Уборка помещения Центр,"Уборка помещения, предоставляется компанией Центр",услуга,ИТ услуги,Услуга,Услуга,85.41,
Обучение языку Центр,"Обучение языку, предоставляется компанией Центр",час,ИТ услуги,Услуга,Услуга,96.04,
Ноутбук LG 4412,"Ноутбук LG 4412, реальный товар",л,Электроника,Товар,Товар,26.30,8475.52.100
Кроссовки Bosch 2110,"Кроссовки Bosch 2110, реальный товар",шт,Обувь,Товар,Товар,27.51,8446.41.100
Хлеб Samsung 3178,"Хлеб Samsung 3178, реальный товар",шт,Продукты,Товар,Товар,15.29,8436.38.100
Косметический уход Центр,"Косметический уход, предоставляется компанией Центр",курс,Логистика,Услуга,Услуга,49.41,
